transaction_id,sender_account,amount,sender_avg_amount,sender_max_amount,sender_tx_count,amount_to_sender_avg,amount_to_sender_max,amount_z_score,amount_deviation_from_baseline_30d,tx_frequency_7d,tx_frequency_30d,frequency_change_vs_avg_7d,sender_tx_count_24h,sender_volume_24h,amount_to_sender_volume_24h,is_new_recipient,unique_recipients_7d,counterparty_change_score_7d,hour,is_off_hours,time_since_last_transaction_hours,same_day_count,same_day_total,rapid_transfer_count,recurring_pattern_score,is_cross_border,is_high_risk_country,cross_border_count_7d,cross_border_volume_7d,cross_border_ratio_7d,amount_near_threshold_flag,same_day_cumulative_amount,structuring_pattern_score
26,CUST00001,100.0,100.0,100.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,999999.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
21,CUST00001,100.0,100.0,100.0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,100.0,1.0,1.0,1.0,1.0,18.0,1.0,8.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,200.0,0.0
20,CUST00001,100.0,100.0,100.0,2,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,200.0,0.5,1.0,2.0,1.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
14,CUST00001,340.55,100.0,100.0,3,3.4055,3.4055,0.0,240.55,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,340.55,0.0
10,CUST00001,100.0,160.1375,340.55,4,0.6244633518070408,0.2936426369108794,-0.5773502691896256,-60.13749999999999,4.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
5,CUST00001,1786.99,148.11,340.55,5,12.06528931199784,5.247364557333725,17.03263354811889,1638.88,5.0,5.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,21.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1786.99,0.0
9,CUST00001,748.96,421.25666666666666,1786.99,6,1.7779184503509342,0.4191181819708001,0.5310736739353361,327.7033333333334,6.0,6.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,10.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,748.96,0.0
43,CUST00001,2021.44,468.07142857142856,1786.99,7,4.3186571036166645,1.1311982719545155,2.665902952411991,1553.3685714285716,5.0,7.0,0.0,1.0,748.96,2.69899594103824,1.0,5.0,0.7142857142857143,20.0,1.0,10.0,1.0,748.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2770.4,0.0
18,CUST00001,100.0,662.2425000000001,2021.44,8,0.1510020876038611,0.049469684977046,-0.7506626207964755,-562.2425000000001,5.0,8.0,0.0,2.0,2770.4,0.0360958706323996,1.0,5.0,0.625,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
13,CUST00001,3815.31,599.7711111111112,2021.44,9,6.361276709263163,1.887421837897736,4.417373269471963,3215.538888888889,3.0,9.0,0.0,0.0,0.0,1.0,1.0,3.0,0.3333333333333333,9.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3815.31,0.0
27,CUST00001,921.32,921.325,3815.31,10,0.999994573033403,0.2414797224865083,-4.214548250549455e-06,-0.0049999999999954,1.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1,15.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,921.32,0.0
11,CUST00001,956.46,921.3245454545454,3815.31,11,1.038135806452568,0.2506899832516886,0.0310615372133239,35.13545454545465,1.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0909090909090909,4.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,956.46,0.0
40,CUST00001,100.0,924.2525,3815.31,12,0.1081955418027,0.0262101899976672,-0.7610522315205815,-824.2524999999999,1.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0833333333333333,12.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
38,CUST00001,1961.3,860.8484615384615,3815.31,13,2.278333629701645,0.5140604564242486,1.034762643054052,1100.4515384615383,2.0,13.0,0.0,1.0,100.0,19.613,1.0,2.0,0.1538461538461538,17.0,0.0,5.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0946557370842246,0.0,2061.3,0.0
29,CUST00001,100.0,939.4521428571428,3815.31,14,0.106445017726897,0.0262101899976672,-0.7895050690830352,-839.4521428571427,3.0,14.0,0.0,2.0,2061.3,0.0485130742735167,1.0,3.0,0.2142857142857142,19.0,1.0,2.0,2.0,2061.3,0.0,0.0,0.0,1.0,1.0,100.0,0.0331371613382111,0.0,2161.3,0.0
8,CUST00001,2688.44,883.4886666666665,3815.31,15,3.0429818756399825,0.7046452319732865,1.7217301263217974,1804.9513333333332,4.0,15.0,0.0,0.0,0.0,1.0,1.0,4.0,0.2666666666666666,12.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0320743097608539,0.0,2688.44,0.0
49,CUST00001,6844.42,996.298125,3815.31,16,6.869851330895559,1.79393548623834,5.292018040672185,5848.121875,5.0,16.0,0.0,0.0,0.0,1.0,1.0,5.0,0.3125,13.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0172229685508594,0.0,6844.42,0.0
22,CUST00001,4927.58,1340.3052941176472,6844.42,17,3.6764608941158703,0.7199412075822349,2.056486621533672,3321.495,2.0,14.0,0.0,0.0,0.0,1.0,1.0,2.0,0.1176470588235294,22.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4927.58,0.0
31,CUST00001,100.0,1539.5983333333336,6844.42,18,0.0649520058803215,0.0146104417905388,-0.7641688481962701,-1727.5179999999998,2.0,15.0,0.0,1.0,4927.58,0.0202939373891443,1.0,2.0,0.1111111111111111,13.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
28,CUST00001,100.0,1463.8300000000002,6844.42,19,0.0683139435590198,0.0146104417905388,-0.7326143000372001,-1845.0176923076929,2.0,13.0,0.0,0.0,0.0,1.0,1.0,2.0,0.1052631578947368,22.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0
1,CUST00001,1423.98,1395.6385000000002,6844.42,20,1.0203071927293492,0.2080497690089152,0.0154143635999133,-622.8227272727274,1.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.05,15.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1423.98,0.0
6,CUST00001,3712.14,1396.9880952380954,6844.42,21,2.6572452640459487,0.5423600538833093,1.2902517344725022,1717.2391666666665,2.0,12.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0952380952380952,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3712.14,0.0
35,CUST00001,100.0,1502.222272727273,6844.42,22,0.0665680450992453,0.0146104417905388,-0.7712122124244692,-2026.996153846154,3.0,13.0,0.0,1.0,3712.14,0.0269386391677038,1.0,3.0,0.1363636363636363,13.0,0.0,12.0,1.0,3712.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3812.14,0.0
36,CUST00001,2722.12,1441.256086956522,6844.42,23,1.8887136190683904,0.3977137580686165,0.7111621994737444,804.26,3.0,12.0,0.0,0.0,0.0,1.0,1.0,3.0,0.1304347826086956,20.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0190981108148781,0.0,2722.12,0.0
44,CUST00001,5530.92,1494.6254166666663,6844.42,24,3.7005392376741,0.808091847081272,2.2654883803820005,3551.1938461538466,4.0,13.0,0.0,1.0,2722.12,2.03184282838376,1.0,4.0,0.1666666666666666,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0125655923922877,0.0,5530.92,0.0
12,CUST00001,3081.47,1656.0771999999995,6844.42,25,1.860704319822772,0.4502163806429178,0.7437565433518972,848.0871428571427,5.0,14.0,0.0,2.0,8253.04,0.3733739325145642,1.0,5.0,0.2,13.0,0.0,11.0,1.0,5530.92,0.0,0.0,1.0,0.0,1.0,100.0,0.0074133600609674,0.0,8612.39,0.0
39,CUST00001,100.0,1710.9,6844.42,26,0.0584487696533988,0.0146104417905388,-0.8482228057561534,-2189.922,6.0,15.0,0.0,1.0,3081.47,0.0324520439919908,1.0,6.0,0.2307692307692307,6.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3181.47,0.1919945107699586,0.0,100.0,0.0
47,CUST00001,100.0,1651.2370370370368,6844.42,27,0.0605606571055594,0.0146104417905388,-0.82149337307439,-2053.051875,7.0,16.0,0.0,2.0,3181.47,0.031432010988631,1.0,7.0,0.2592592592592592,7.0,1.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,2.0,3181.47,0.1908428175779799,0.0,200.0,0.0
33,CUST00001,100.0,1595.8357142857142,6844.42,28,0.0626630918864723,0.0146104417905388,-0.7971413884367989,-1932.284117647059,5.0,17.0,0.0,0.0,0.0,1.0,1.0,5.0,0.1785714285714285,21.0,1.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3081.47,0.2671522240650014,0.0,100.0,0.0
19,CUST00001,4304.2,1544.255172413793,6844.42,29,2.787233662473149,0.6288626355483736,1.48069358395363,2379.2649999999994,6.0,18.0,0.0,1.0,100.0,43.042,1.0,6.0,0.2068965517241379,16.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3081.47,0.2648560188611294,0.0,4304.2,0.0
